,0,1,2
7048,143,591,0
7049,56,569,0
7050,96,524,0
7052,166,697,0
7053,484,1838,1
7055,1095,1648,0
7056,532,1940,1
7057,154,678,0
7058,66,504,0
7059,380,1490,1
7060,448,1684,1
7061,1155,1673,0
7062,1064,1635,0
7063,177,636,0
7065,85,613,0
7067,1139,1680,0
7073,19,632,0
7074,1161,1613,0
7077,314,1644,1
7078,1066,1608,0
7079,94,504,0
7080,796,1528,1
7082,402,1684,1
7083,1080,1594,0
7084,1166,1649,0
7085,198,569,0
7087,32,632,0
7090,354,1668,1
7091,1049,1658,0
7095,1051,1694,0
7097,1182,1553,0
7099,1157,1578,0
7108,618,1424,1
7109,1196,1639,0
7111,1147,1661,0
7112,1002,1573,0
7113,41,566,0
7114,470,1822,1
7115,1089,1650,0
7116,192,579,0
7117,1159,1687,0
7118,1144,1679,0
7119,1173,1514,0
7120,1174,1583,0
7122,496,1646,1
7123,1072,1617,0
7124,738,1602,1
7125,508,1548,1
7127,792,1638,1
7128,1012,1569,0
7129,780,1696,1
7130,94,632,0
7131,1010,1603,0
7133,774,1642,1
7135,1025,1573,0
7137,1008,1623,0
7140,1135,1533,0
7142,758,1570,1
7144,1189,1682,0
7145,141,605,0
7147,1159,1688,0
7148,1095,1653,0
7151,104,654,0
7152,418,1898,1
7153,1060,1646,0
7155,5,562,0
7157,350,1704,1
7158,73,663,0
7159,1036,1597,0
7160,724,1504,1
7161,1152,1658,0
7162,170,700,0
7164,338,1498,1
7165,1066,1614,0
7167,197,543,0
7168,1154,1683,0
7169,1088,1502,0
7170,135,651,0
7171,1075,1688,0
7172,1093,1579,0
7173,1131,1653,0
7175,181,672,0
7176,1039,1660,0
7178,180,614,0
7179,1180,1643,0
7180,1150,1618,0
7182,722,1536,1
7183,5,515,0
7184,1001,1565,0
7186,380,1466,1
7188,184,688,0
7189,182,664,0
7190,478,1638,1
7192,456,1412,1
7193,102,539,0
7194,1134,1550,0
7197,1178,1517,0
7198,173,630,0
7199,498,1522,1
7204,1129,1624,0
7207,1109,1571,0
7208,34,547,0
7209,1133,1555,0
7211,728,1486,1
7213,396,1590,1
7216,1178,1561,0
7217,1091,1576,0
7219,112,610,0
7221,109,523,0
7222,146,569,0
7225,1105,1647,0
7226,106,654,0
7227,25,531,0
7228,1083,1579,0
7229,1101,1570,0
7230,320,1986,1
7232,1094,1529,0
7233,39,668,0
7239,155,687,0
7241,1106,1654,0
7242,8,683,0
7245,1058,1667,0
7246,1093,1506,0
7248,77,557,0
7249,44,685,0
7251,119,668,0
7252,167,510,0
7253,1134,1618,0
7257,125,528,0
7261,80,697,0
7266,1037,1540,0
7267,51,508,0
7270,152,626,0
7271,780,1660,1
7272,458,1996,1
7278,192,597,0
7281,484,1958,1
7283,328,1578,1
7285,63,687,0
7286,1067,1578,0
7287,1113,1666,0
7288,169,679,0
7289,580,1572,1
7290,1185,1624,0
7291,326,1684,1
7293,494,1670,1
7294,374,1690,1
7296,1032,1534,0
7297,1169,1674,0
7300,106,544,0
7301,796,1614,1
7302,342,1516,1
7305,1121,1508,0
7306,1030,1610,0
7308,776,1976,1
7310,115,521,0
7311,38,658,0
7312,1108,1607,0
7314,182,616,0
7316,1106,1503,0
7317,108,562,0
7318,59,517,0
7319,1031,1606,0
7320,1144,1700,0
7322,1088,1576,0
7324,1041,1522,0
7325,26,519,0
7327,174,678,0
7330,198,620,0
7331,149,520,0
7332,1097,1660,0
7334,1143,1517,0
7335,60,692,0
7336,36,676,0
7337,1067,1634,0
7338,484,1688,1
7343,1023,1586,0
7344,1056,1523,0
7345,1084,1635,0
7346,62,548,0
7347,14,657,0
7348,24,603,0
7350,1171,1545,0
7352,1002,1667,0
7353,78,572,0
7354,1055,1536,0
7357,147,557,0
7359,1034,1597,0
7360,95,513,0
7362,800,1892,1
7364,444,1590,1
7365,1199,1669,0
7366,1103,1587,0
7367,136,633,0
7371,1042,1615,0
7372,184,647,0
7374,1064,1528,0
7375,1149,1613,0
7377,442,1686,1
7378,103,566,0
7380,1197,1545,0
7381,55,575,0
7382,12,502,0
7383,2,531,0
7385,1162,1603,0
7387,15,676,0
7390,1037,1666,0
7392,360,1846,1
7397,774,1404,1
7398,186,597,0
7400,398,1542,1
7403,318,1988,1
7405,1029,1591,0
7407,72,532,0
7410,57,663,0
7411,65,544,0
7412,1025,1681,0
7413,1070,1581,0
7418,145,587,0
7419,143,642,0
7420,1187,1639,0
7421,532,1678,1
7422,508,1854,1
7423,486,1570,1
7424,128,620,0
7426,1091,1614,0
7427,1052,1500,0
7429,448,1412,1
7430,580,1996,1
7431,1032,1684,0
7433,1011,1574,0
7434,71,661,0
7435,1090,1686,0
7436,47,646,0
7437,1119,1579,0
7439,682,1876,1
7440,181,688,0
7443,1058,1538,0
7447,516,1474,1
7448,83,688,0
7449,1058,1677,0
7450,151,674,0
7451,308,1684,1
7452,97,543,0
7453,1062,1640,0
7454,402,1910,1
7458,1099,1579,0
7459,1185,1609,0
7461,133,639,0
7463,94,673,0
7465,1112,1604,0
7467,1070,1547,0
7468,320,1874,1
7469,165,504,0
7471,1004,1586,0
7472,1116,1555,0
7474,1057,1584,0
7475,172,645,0
7477,1110,1547,0
7478,1095,1668,0
7479,1055,1629,0
7480,1125,1503,0
7481,59,653,0
7485,188,574,0
7486,1016,1689,0
7487,131,505,0
7488,1073,1579,0
7490,14,661,0
7491,1020,1593,0
7492,1039,1540,0
7494,63,641,0
7495,34,636,0
7496,426,1620,1
7497,30,596,0
7498,115,646,0
7499,1011,1651,0
7501,1174,1547,0
7502,184,509,0
7503,754,1648,1
7504,1049,1613,0
7505,125,669,0
7506,186,682,0
7507,786,1682,1
7508,726,1570,1
7509,13,604,0
7510,1200,1537,0
7511,374,1636,1
7512,7,605,0
7514,738,1606,1
7515,179,675,0
7516,1119,1671,0
7517,1118,1579,0
7518,1116,1589,0
7522,1072,1687,0
7524,328,1698,1
7525,754,1542,1
7527,93,674,0
7529,1114,1658,0
7530,153,661,0
7531,1107,1568,0
7532,1134,1573,0
7533,14,598,0
7534,11,678,0
7536,67,581,0
7539,124,544,0
7540,199,598,0
7541,100,570,0
7542,1160,1598,0
7543,400,1648,1
7545,316,1812,1
7546,1074,1595,0
7550,314,1504,1
7551,174,518,0
7552,6,649,0
7553,49,562,0
7555,458,1722,1
7556,1095,1547,0
7558,754,1864,1
7559,135,560,0
7560,1003,1624,0
7561,1094,1513,0
7562,200,533,0
7563,111,681,0
7564,1138,1692,0
7566,1073,1608,0
7567,738,1702,1
7569,452,1914,1
7571,60,586,0
7573,1177,1664,0
7575,384,1738,1
7578,1132,1682,0
7580,1156,1686,0
7584,138,515,0
7586,12,623,0
7587,300,1542,1
7589,1147,1590,0
7591,774,1628,1
7592,64,566,0
7593,800,1884,1
7594,1107,1517,0
7596,496,1724,1
7597,43,547,0
7601,21,540,0
7603,414,1414,1
7604,702,1504,1
7605,190,597,0
7606,758,1672,1
7607,89,675,0
7608,730,1630,1
7609,452,1908,1
7610,1170,1642,0
7612,1138,1508,0
7613,414,1476,1
7616,1186,1680,0
7617,186,545,0
7618,1101,1686,0
7619,1157,1593,0
7620,1145,1596,0
7622,488,1630,1
7624,1107,1582,0
7626,516,1964,1
7627,1100,1674,0
7629,494,1686,1
7630,48,649,0
7631,185,592,0
7633,750,1682,1
7635,1093,1659,0
7638,1191,1556,0
7642,4,641,0
7644,1004,1536,0
7645,1165,1676,0
7647,1058,1599,0
7648,356,1826,1
7649,89,698,0
7650,1172,1523,0
7652,1199,1628,0
7654,1183,1557,0
7655,358,1986,1
7656,1074,1700,0
7657,200,558,0
7661,784,1520,1
7662,710,1620,1
7663,1199,1515,0
7664,16,569,0
7667,508,1974,1
7669,1169,1569,0
7672,115,655,0
7673,612,1572,1
7674,712,1656,1
7675,1101,1554,0
7676,1176,1658,0
7678,1085,1584,0
7679,366,1574,1
7680,364,1668,1
7682,184,644,0
7683,111,583,0
7685,320,1810,1
7686,1070,1615,0
7687,414,1426,1
7688,72,581,0
7690,384,1696,1
7691,41,620,0
7693,774,1410,1
7694,143,518,0
7695,110,575,0
7696,140,541,0
7699,1198,1659,0
7700,6,620,0
7702,160,625,0
7703,59,615,0
7704,1174,1661,0
7705,1188,1631,0
7706,1138,1506,0
7711,1017,1610,0
7712,155,641,0
7713,1113,1544,0
7714,188,532,0
7715,1135,1531,0
7716,1094,1641,0
7717,1072,1600,0
7718,484,1754,1
7719,682,1578,1
7720,130,696,0
7722,732,1678,1
7725,1151,1678,0
7727,19,509,0
7728,404,1632,1
7729,580,1838,1
7730,1109,1687,0
7731,396,1648,1
7732,436,1566,1
7734,114,694,0
7735,516,1800,1
7737,1063,1537,0
7738,199,575,0
7740,70,567,0
7742,1018,1693,0
7745,1072,1567,0
7749,131,558,0
7750,1033,1559,0
7752,1088,1664,0
7755,145,539,0
7756,1142,1652,0
7757,79,565,0
7759,70,675,0
7760,1056,1515,0
7761,714,1580,1
7763,1088,1602,0
7764,82,681,0
7765,708,1560,1
7766,1176,1665,0
7767,452,1936,1
7769,97,530,0
7772,3,535,0
7776,169,693,0
7777,188,682,0
7779,1135,1515,0
7780,83,526,0
7781,400,1674,1
7783,154,561,0
7787,1090,1579,0
7788,20,527,0
7789,1101,1665,0
7790,45,602,0
7791,380,1658,1
7792,46,612,0
7794,45,543,0
7795,1126,1577,0
7796,111,663,0
7797,1161,1582,0
7798,99,545,0
7800,1164,1684,0
7803,1139,1538,0
7804,1072,1655,0
7805,117,591,0
7807,137,584,0
7808,430,1874,1
7811,428,1722,1
7813,1142,1539,0
7814,454,1524,1
7816,756,1660,1
7817,1196,1680,0
7818,1164,1600,0
7819,378,1556,1
7820,198,600,0
7821,618,1752,1
7822,1121,1666,0
7823,454,1584,1
7825,1115,1661,0
7826,1151,1673,0
7827,1029,1521,0
7828,1190,1669,0
7829,158,549,0
7830,458,1614,1
7832,1024,1668,0
7833,99,647,0
7834,36,573,0
7836,113,673,0
7837,440,1654,1
7841,57,590,0
7842,148,670,0
7846,89,682,0
7847,316,1630,1
7848,450,1880,1
7849,308,1610,1
7850,1190,1604,0
7851,88,552,0
7852,50,668,0
7853,32,647,0
7855,1072,1658,0
7857,89,671,0
7859,74,556,0
7860,1075,1600,0
7863,770,1540,1
7864,19,674,0
7865,1027,1521,0
7866,1105,1605,0
7867,176,557,0
7869,178,542,0
7871,2,655,0
7872,1054,1668,0
7873,168,514,0
7874,1163,1658,0
7875,32,519,0
7876,1084,1535,0
7877,580,1756,1
7878,2,512,0
7879,1036,1671,0
7881,332,1606,1
7885,34,604,0
7887,176,568,0
7888,1029,1531,0
7890,53,686,0
7892,1194,1700,0
7893,720,1644,1
7894,1012,1692,0
7895,762,1664,1
7897,99,629,0
7899,1116,1513,0
7900,85,695,0
7901,488,1686,1
7902,386,1684,1
7903,1075,1508,0
7905,9,618,0
7907,165,665,0
7908,468,1636,1
7912,151,531,0
7913,1056,1696,0
7914,1092,1669,0
7916,792,1538,1
7917,114,576,0
7918,746,1648,1
7919,1163,1617,0
7920,24,584,0
7924,786,1560,1
7929,316,1500,1
7930,17,599,0
7931,398,1666,1
7932,1101,1582,0
7933,97,544,0
7934,1052,1580,0
7935,1015,1649,0
7937,74,620,0
7940,1192,1647,0
7941,1041,1552,0
7943,128,599,0
7945,26,680,0
7946,318,1956,1
7949,454,1646,1
7950,354,1708,1
7953,95,685,0
7954,1054,1581,0
7958,1191,1579,0
7963,188,576,0
7966,1185,1563,0
7967,1133,1660,0
7968,1076,1553,0
7969,790,1566,1
7971,83,678,0
7972,1195,1677,0
7975,166,651,0
7976,1188,1520,0
7977,1107,1537,0
7978,618,1940,1
7979,414,1818,1
7980,1140,1543,0
7981,173,569,0
7982,1138,1537,0
7983,81,555,0
7985,1120,1648,0
7990,764,1656,1
7991,1153,1648,0
7992,119,564,0
7994,450,1568,1
7995,1049,1524,0
7996,11,610,0
7997,350,1682,1
7998,444,1538,1
8000,11,698,0
8002,490,1566,1
8003,1050,1556,0
8006,1165,1563,0
8008,610,1528,1
8009,412,1898,1
8011,98,605,0
8012,1189,1657,0
8015,1004,1582,0
8016,42,594,0
8018,1,509,0
8020,1059,1555,0
8022,382,1626,1
8024,174,592,0
8025,1001,1513,0
8026,752,1966,1
8027,1173,1520,0
8028,151,670,0
8032,312,1618,1
8033,19,631,0
8035,1052,1654,0
8036,1068,1674,0
8037,726,1686,1
8040,532,1422,1
8041,1004,1671,0
8044,1010,1508,0
8046,1158,1605,0
8047,64,681,0
8049,6,543,0
8050,1096,1646,0
8051,43,585,0
8052,76,659,0
8053,1070,1541,0
8054,358,1516,1
8055,1055,1558,0
8057,752,1776,1
8058,56,500,0
8060,132,543,0
8061,1191,1661,0
8063,41,542,0
8064,186,648,0
8065,156,629,0
8066,5,609,0
8069,21,624,0
8071,1166,1632,0
8073,6,567,0
8075,21,527,0
8077,87,616,0
8079,1005,1564,0
8080,1198,1513,0
8081,106,597,0
8082,724,1724,1
8083,1087,1607,0
8085,191,597,0
8086,199,605,0
8087,55,536,0
8091,64,579,0
8093,498,1514,1
8095,153,524,0
8097,108,590,0
8098,746,1550,1
8100,22,586,0
8101,1139,1537,0
8102,101,621,0
8103,197,501,0
8106,1182,1699,0
8107,1113,1522,0
8108,39,652,0
8109,2,567,0
8111,1192,1700,0
8112,1056,1541,0
8114,1167,1666,0
8115,107,515,0
8116,22,565,0
8117,1023,1547,0
8118,172,512,0
8119,1097,1691,0
8121,191,666,0
8124,304,1526,1
8125,508,1424,1
8127,312,1986,1
8129,1052,1613,0
8131,1129,1574,0
8132,18,689,0
8133,192,523,0
8134,1057,1627,0
8136,1195,1680,0
8137,460,1656,1
8139,508,1450,1
8140,448,1822,1
8141,1159,1658,0
8144,318,1608,1
8146,28,651,0
8148,75,674,0
8149,102,513,0
8153,125,537,0
8154,1064,1541,0
8156,12,581,0
8157,163,604,0
8158,492,1614,1
8159,164,521,0
8160,1023,1523,0
8162,1193,1516,0
8163,1035,1560,0
8164,148,560,0
8165,798,1658,1
8166,340,1524,1
8167,1005,1697,0
8169,4,611,0
8170,135,516,0
8171,142,535,0
8172,10,570,0
8175,12,640,0
8177,1074,1655,0
8181,1179,1623,0
8182,1115,1520,0
8183,380,1636,1
8184,1155,1597,0
8185,176,574,0
8186,124,624,0
8187,115,683,0
8188,408,1558,1
8190,127,637,0
8191,1058,1512,0
8192,722,1530,1
8193,1177,1646,0
8198,682,1918,1
8201,1109,1648,0
8203,76,559,0
8206,1198,1662,0
8211,172,528,0
8212,1008,1558,0
8214,8,658,0
8215,752,1926,1
8218,1092,1536,0
8220,80,556,0
8221,1041,1595,0
8222,19,575,0
8223,96,629,0
8224,1013,1627,0
8226,65,652,0
8227,1009,1586,0
8228,143,647,0
8230,1186,1690,0
8233,163,635,0
8234,80,647,0
8235,1195,1699,0
8237,432,1868,1
8241,199,606,0
8242,1200,1602,0
8244,1157,1569,0
8246,360,1622,1
8247,1079,1501,0
8248,1195,1564,0
8250,1066,1622,0
8251,1098,1674,0
8253,1194,1539,0
8254,103,623,0
8256,1099,1655,0
8257,189,603,0
8258,17,660,0
8259,1004,1620,0
8260,89,530,0
8261,114,648,0
8262,496,1822,1
8263,1074,1668,0
8265,87,649,0
8266,1171,1612,0
8268,135,564,0
8269,1128,1618,0
8270,23,532,0
8273,1146,1607,0
8274,107,565,0
8276,80,642,0
8277,1031,1582,0
8278,50,607,0
8279,494,1632,1
8281,450,1514,1
8284,132,643,0
8285,1166,1625,0
8286,69,641,0
8287,1134,1676,0
8289,484,1758,1
8290,63,536,0
8293,158,617,0
8294,410,1588,1
8295,178,580,0
8296,3,580,0
8297,1124,1570,0
8299,83,610,0
8300,486,1868,1
8302,1154,1587,0
8303,82,658,0
8304,125,603,0
8305,1138,1516,0
8306,44,608,0
8307,390,1584,1
8309,140,501,0
8310,184,632,0
8313,1152,1518,0
8314,169,670,0
8315,141,651,0
8316,1159,1597,0
8317,1142,1605,0
8318,132,674,0
8319,47,534,0
8320,438,1670,1
8321,1061,1660,0
8322,482,1632,1
8323,360,1898,1
8324,145,610,0
8325,1121,1631,0
8326,1103,1640,0
8327,1073,1650,0
8328,1004,1673,0
8330,414,1834,1
8331,454,1638,1
8332,1140,1524,0
8333,12,514,0
8335,158,623,0
8336,1042,1681,0
8338,72,557,0
8339,1133,1530,0
8341,318,1878,1
8342,1196,1543,0
8343,1063,1693,0
8344,1018,1573,0
8345,350,1744,1
8351,82,639,0
8352,1110,1656,0
8354,302,1556,1
8355,1103,1690,0
8356,96,577,0
8358,85,612,0
8359,127,641,0
8360,138,659,0
8361,175,637,0
8362,35,683,0
8363,1162,1547,0
8366,16,542,0
8367,117,543,0
8368,1152,1543,0
8369,19,500,0
8370,720,1654,1
8371,106,553,0
8372,1008,1644,0
8373,155,570,0
8374,123,685,0
8377,382,1810,1
8378,39,681,0
8379,1157,1524,0
8380,1111,1618,0
8381,316,1414,1
8384,800,1790,1
8387,77,533,0
8388,484,1606,1
8389,200,672,0
8392,390,1508,1
8395,702,1656,1
8396,94,543,0
8397,364,1568,1
8399,456,1592,1
8401,322,1766,1
8402,72,567,0
8403,48,501,0
8404,18,530,0
8405,354,1624,1
8407,182,637,0
8410,1013,1582,0
8413,169,694,0
8415,72,662,0
8416,45,548,0
8417,412,1512,1
8418,704,1688,1
8419,782,1486,1
8420,304,1536,1
8421,1149,1637,0
8422,54,580,0
8424,40,637,0
8426,1163,1672,0
8428,1154,1522,0
8429,1105,1660,0
8430,484,1878,1
8431,64,649,0
8432,50,610,0
8434,129,592,0
8435,338,1554,1
8437,1017,1543,0
8438,1039,1532,0
8440,156,682,0
8442,74,571,0
8444,1022,1534,0
8446,728,1620,1
8449,41,591,0
8450,4,698,0
8451,41,575,0
8452,72,616,0
8453,784,1538,1
8454,160,684,0
8455,171,552,0
8456,32,510,0
8457,44,572,0
8459,1159,1551,0
8460,508,1832,1
8461,111,652,0
8462,736,1604,1
8466,22,512,0
8467,1195,1542,0
8468,392,1566,1
8469,171,507,0
8472,580,1808,1
8474,70,529,0
8475,716,1692,1
8476,1176,1604,0
8477,1045,1664,0
8478,424,1576,1
8479,780,1682,1
8481,1021,1629,0
8482,362,1724,1
8483,1064,1661,0
8484,149,522,0
8490,484,1774,1
8491,1161,1531,0
8494,73,639,0
8495,1168,1651,0
8496,366,1698,1
8499,1010,1580,0
8500,1123,1533,0
8501,76,613,0
8502,1193,1540,0
8504,1059,1585,0
8506,750,1610,1
8507,1156,1687,0
8509,1165,1551,0
8512,151,508,0
8513,136,506,0
8514,798,1628,1
8515,1019,1693,0
8516,139,632,0
8517,420,1614,1
8518,122,658,0
8519,1147,1542,0
8520,131,696,0
8521,1020,1665,0
8523,1096,1584,0
8524,302,1512,1
8525,1191,1613,0
8526,708,1794,1
8527,452,1430,1
8528,1015,1616,0
8529,190,663,0
8530,1147,1562,0
8531,388,1554,1
8532,1074,1507,0
8533,1180,1664,0
8535,100,678,0
8536,704,1968,1
8537,782,1412,1
8539,160,605,0
8542,92,633,0
8545,1013,1562,0
8546,1056,1513,0
8547,122,644,0
8548,742,1738,1
8549,1125,1619,0
8551,175,509,0
8552,1023,1575,0
8554,1188,1640,0
8555,81,629,0
8556,1078,1596,0
8557,178,531,0
8558,1021,1513,0
8560,106,543,0
8561,61,653,0
8563,1196,1616,0
8564,1091,1583,0
8565,26,544,0
8567,32,586,0
8568,1115,1517,0
8569,1174,1658,0
8573,336,1846,1
8575,42,508,0
8576,774,1712,1
8577,444,1830,1
8580,86,621,0
8581,1083,1653,0
8583,38,526,0
8584,458,1988,1
8585,133,517,0
8586,166,647,0
8587,187,640,0
8588,338,1494,1
8589,1024,1691,0
8590,1188,1590,0
8592,354,1968,1
8593,97,656,0
8595,161,656,0
8596,125,699,0
8598,46,630,0
8601,136,656,0
8602,153,595,0
8604,682,1782,1
8606,1047,1693,0
8607,160,579,0
8608,1134,1569,0
8612,185,675,0
8613,1126,1581,0
8615,1012,1634,0
8616,1059,1639,0
8617,1174,1695,0
8618,1072,1648,0
8619,17,582,0
8622,1199,1538,0
8623,452,1786,1
8624,760,1678,1
8625,1110,1533,0
8626,1162,1536,0
8629,68,571,0
8632,130,578,0
8633,484,1470,1
8634,1190,1618,0
8635,187,619,0
8637,86,629,0
8638,798,1574,1
8639,194,628,0
8641,96,542,0
8642,70,671,0
8643,151,614,0
8644,51,621,0
8645,26,697,0
8646,346,1650,1
8647,356,1430,1
8648,118,568,0
8650,1004,1636,0
8651,127,677,0
8653,710,1616,1
8654,320,1596,1
8655,1158,1589,0
8656,1037,1618,0
8659,125,612,0
8661,173,547,0
8663,159,606,0
8664,12,590,0
8668,1092,1667,0
8670,1146,1644,0
8671,1124,1680,0
8672,1138,1607,0
8673,1043,1617,0
8674,1104,1623,0
8675,113,643,0
8676,1076,1604,0
8677,446,1658,1
8679,85,691,0
8680,774,1790,1
8681,49,577,0
8682,1125,1505,0
8683,372,1608,1
8684,125,595,0
8686,1114,1534,0
8687,106,669,0
8688,1116,1611,0
8689,1137,1552,0
8690,130,527,0
8692,74,654,0
8693,1081,1573,0
8695,580,1832,1
8696,1129,1674,0
8697,35,539,0
8698,618,1854,1
8699,1175,1588,0
8701,1095,1686,0
8705,33,570,0
8708,16,545,0
8709,708,1672,1
8711,782,1514,1
8714,195,633,0
8715,712,1554,1
8716,192,505,0
8717,87,555,0
8718,1199,1575,0
8720,456,1524,1
8721,1006,1500,0
8722,446,1650,1
8723,1032,1675,0
8724,1097,1693,0
8729,163,600,0
8730,452,1490,1
8731,742,1650,1
8732,774,1586,1
8733,157,613,0
8734,1158,1698,0
8735,344,1628,1
8736,66,526,0
8737,508,1732,1
8738,1184,1656,0
8739,1004,1511,0
8740,173,522,0
8742,1017,1598,0
8743,1065,1517,0
8745,1118,1523,0
8746,41,665,0
8747,1091,1561,0
8749,428,1694,1
8751,1092,1561,0
8752,1167,1680,0
8754,104,522,0
8755,10,503,0
8756,1020,1583,0
8757,1165,1544,0
8758,474,1610,1
8759,1154,1672,0
8760,162,615,0
8761,1041,1530,0
8765,170,691,0
8767,398,1438,1
8768,182,505,0
8769,516,1926,1
8770,724,1584,1
8772,1035,1607,0
8774,1162,1601,0
8775,340,1528,1
8777,1067,1591,0
8778,6,682,0
8779,1183,1595,0
8780,1100,1628,0
8781,73,507,0
8782,62,590,0
8783,342,1624,1
8784,316,1764,1
8785,98,570,0
8786,1057,1614,0
8787,1197,1585,0
8790,1154,1693,0
8791,1176,1621,0
8792,1115,1564,0
8793,1099,1613,0
8795,100,548,0
8796,1037,1559,0
8797,58,571,0
8799,730,1504,1
8806,51,509,0
8807,185,547,0
8808,1009,1632,0
8809,1034,1533,0
8811,7,644,0
8812,456,1868,1
8814,1055,1668,0
8815,105,666,0
8816,1082,1533,0
8818,386,1628,1
8819,98,563,0
8820,1024,1656,0
8821,1123,1612,0
8822,1032,1562,0
8823,108,676,0
8824,368,1576,1
8825,1024,1607,0
8826,322,1956,1
8830,76,664,0
8831,1103,1629,0
8834,354,1702,1
8835,1129,1562,0
8836,47,500,0
8837,736,1530,1
8838,196,609,0
8840,40,563,0
8841,113,666,0
8842,1020,1579,0
8844,149,666,0
8845,70,590,0
8847,722,1638,1
8848,105,646,0
8849,508,1672,1
8850,1099,1587,0
8851,150,575,0
8852,498,1652,1
8853,484,1882,1
8854,142,605,0
8857,1027,1551,0
8858,580,1984,1
8859,610,1668,1
8862,141,603,0
8865,176,517,0
8868,754,1506,1
8869,174,524,0
8870,1040,1518,0
8872,1128,1554,0
8873,167,654,0
8874,43,548,0
8875,404,1420,1
8876,1008,1544,0
8877,474,1530,1
8879,1168,1538,0
8880,32,551,0
8881,197,571,0
8883,150,559,0
8884,1139,1575,0
8885,185,585,0
8886,116,652,0
8887,1172,1676,0
8888,1083,1504,0
8891,11,685,0
8892,1024,1527,0
8893,1069,1554,0
8895,46,560,0
8896,113,586,0
8897,1105,1602,0
8898,169,592,0
8900,1,668,0
8901,756,1564,1
8902,736,1676,1
8903,1010,1625,0
8906,1083,1630,0
8907,370,1614,1
8908,744,1724,1
8911,106,572,0
8912,1158,1580,0
8913,464,1874,1
8914,101,586,0
8915,21,588,0
8916,81,569,0
8918,1173,1541,0
8919,46,697,0
8921,90,529,0
8922,790,1614,1
8923,470,1524,1
8924,1022,1525,0
8925,1119,1622,0
8926,472,1584,1
8927,370,1654,1
8929,72,685,0
8930,187,685,0
8931,34,623,0
8932,1067,1501,0
8933,1171,1653,0
8934,466,1640,1
8937,89,595,0
8938,1,506,0
8941,179,538,0
8942,1161,1504,0
8944,1027,1638,0
8945,1123,1665,0
8947,148,600,0
8948,61,654,0
8951,29,534,0
8952,66,680,0
8954,1085,1608,0
8955,1041,1525,0
8957,1015,1697,0
8959,58,680,0
8960,68,677,0
8961,1057,1530,0
8963,164,696,0
8965,398,1614,1
8966,316,1776,1
8968,167,539,0
8969,134,636,0
8971,93,538,0
8973,111,585,0
8974,1119,1619,0
8975,476,1628,1
8976,54,622,0
8979,120,594,0
8981,117,678,0
8982,1169,1573,0
8983,1097,1549,0
8984,171,508,0
8985,176,666,0
8986,748,1678,1
8990,326,1646,1
8992,1081,1542,0
8993,23,600,0
8994,104,610,0
8995,164,532,0
8996,114,505,0
8998,1091,1562,0
8999,152,598,0
9000,1149,1611,0
9002,1063,1626,0
9007,1164,1524,0
9008,75,525,0
9009,348,1658,1
9010,1021,1574,0
9011,66,644,0
9012,60,690,0
9013,776,1876,1
9014,1053,1698,0
9015,1067,1537,0
9016,146,513,0
9018,94,698,0
9019,1029,1601,0
9020,1119,1589,0
9022,161,503,0
9023,65,596,0
9024,133,694,0
9025,140,557,0
9027,87,572,0
9028,1064,1531,0
9029,1110,1672,0
9031,1022,1580,0
9032,72,637,0
9033,28,565,0
9034,165,541,0
9035,1120,1624,0
9036,21,568,0
9038,1116,1618,0
9039,95,500,0
9042,424,1526,1
9044,1153,1586,0
9045,394,1608,1
9046,422,1514,1
9048,38,578,0
9049,18,632,0
9050,382,1532,1
9051,26,617,0
9053,720,1676,1
9054,1030,1648,0
9055,1140,1609,0
9057,1194,1695,0
9058,4,560,0
9059,138,544,0
9060,1001,1624,0
9061,179,584,0
9062,1095,1626,0
9063,1153,1607,0
9065,344,1530,1
9066,308,1544,1
9068,23,568,0
9069,200,673,0
9070,31,653,0
9071,682,1792,1
9072,1020,1546,0
9073,754,1566,1
9074,452,1942,1
9075,118,609,0
9076,1113,1609,0
9077,4,637,0
9080,384,1540,1
9081,50,669,0
9082,412,1552,1
9084,1052,1527,0
9085,612,1784,1
9086,163,504,0
9090,20,615,0
9091,756,1804,1
9092,152,527,0
9093,1012,1670,0
9094,120,654,0
9095,64,677,0
9098,1074,1693,0
9099,20,667,0
9100,185,516,0
9102,1050,1568,0
9103,86,618,0
9105,27,641,0
9106,1086,1667,0
9107,46,558,0
9108,31,590,0
9109,1091,1587,0
9110,163,667,0
9111,26,600,0
9113,62,606,0
9119,1081,1677,0
9120,102,588,0
9121,1058,1507,0
9122,1068,1530,0
9124,1033,1555,0
9127,1142,1505,0
9128,200,694,0
9130,1024,1553,0
9131,772,1578,1
9132,30,675,0
9133,1112,1575,0
9134,173,527,0
9136,119,627,0
9139,1144,1577,0
9140,45,551,0
9142,190,535,0
9143,786,1520,1
9147,88,519,0
9148,114,566,0
9150,51,700,0
9151,1059,1545,0
9152,154,697,0
9153,1006,1564,0
9155,1033,1698,0
9157,135,629,0
9159,132,653,0
9160,112,646,0
9161,1164,1538,0
9162,1155,1543,0
9163,19,538,0
9164,105,651,0
9167,1135,1512,0
9171,1039,1570,0
9173,752,1562,1
9174,177,639,0
9175,1091,1629,0
9176,328,1636,1
9177,48,620,0
9178,1002,1628,0
9179,1179,1513,0
9182,1108,1634,0
9183,123,571,0
9184,434,1644,1
